Ward NO,Beds,area covered,Services,Staff,Contact,Sl No.,No of Applications,Total Collection (Amount in lakhs),Area (sq km)_x,Lakes #_x,Bins-Street sweeping waste (TPD),Bins-Size of street bins (in litres),Bins-No of street bins,Community bins/ compactor bins/ Dhalaos etc-Commercial Waste quantity (TPD),Community bins/ compactor bins/ Dhalaos etc-Size of bins/ containers (L),Community bins/ compactor bins/ Dhalaos etc-Year of purchase,Total no. of Households,Govt Schools #_x,Population,Male,Female,SC Population,SC male,SC Female,ST Population,ST Male,ST Female,State Code,HH condition - total,HH condition - Good,HH Condition - Livable,HH Condition - Dilapidated,HH Residence - total,HH Residence - Good,HH Residence - Livable,HH residence - dilapidated,HH residence-cum-other-use total,HH residence-cum-other-use Good,HH residence-cum-other-use Livable,HH residence-cum-other-use Dilapidated,Roof - Grass/ Thatch/ Bamboo/ Wood/Mud etc.,Roof - Plastic/ Polythene,Roof - Hand made Tiles,Roof - Machine made Tiles,Roof - Burnt Brick,Roof - Stone/ Slate,Roof - G.I./Metal/ Asbestos sheets,Roof - Concrete,Roof - Any other material,Wall - Grass/ Thatch/ Bamboo etc.,Wall - Plastic/ Polythene,Wall - Mud/Unburnt brick,Wall - Wood,Wall -Stone not packed with mortar,Wall - Stone packed with mortar,Wall -G.I./ Metal/ Asbestos sheets,Wall - Burnt brick,Wall - Concrete,Wall - Any other material,Floor - Mud,Floor - Wood/ Bamboo,Floor - Burnt Brick,Floor - Stone,Floor - Cement,Floor - Mosaic/ Floor tiles,Floor - Any other material,Dwelling rooms - No exclusive room,Dwelling rooms - One room,Dwelling rooms - Two rooms,Dwelling rooms - Three rooms,Dwelling rooms - Four rooms,Dwelling rooms - Five rooms,Dwelling rooms - Six rooms and above,HH Size - 1,HH Size - 2,HH Size - 3,HH Size - 4,HH Size - 5,HH Size - 6-8,HH Size - 9+,Ownership - Owned,Ownership -  Rented,Ownership -  Any others,Married Couple - None,Married Couple - 1,Married Couple - 2,Married Couple - 3,Married Couple - 4,Married Couple - 5+,Drinking Water - Tapwater from treated source,Drinking Water - Tapwater from un-treated source,Drinking Water - Covered well,Drinking Water - Un-covered well,Drinking Water - Handpump,Drinking Water - Tubewell/Borehole,Drinking Water - Spring,Drinking Water - River/Canal,Drinking Water - Tank/Pond/Lake,Drinking Water -  Other sources,Drinking water source - Within premises,Drinking water source - Near premises,Drinking water source - Away,Lighting - Electricity,Lighting - Kerosene,Lighting - Solar energy,Lighting - Other oil,Lighting - Any other,Lighting - No lighting,Number of households having latrine facility within the premises,Flush lutrince connected to Piped sewer system,Flush lutrince connected to Septic tank,Flush lutrince connected to Other system,Pit latrine With slab/ventilated improved pit,Pit Latrine - Without slab/  open pit,Night soil disposed into open drain,Night soil removed by human,Night soil serviced by animal,Number of households not having latrine facility within the premises,Alternative source -Public latrine,Alternative source - Open,bathing facility within the premises -Bathroom,bathing facility within the premises - Enclosure without roof,bathing facility within the premises - No,Waste water outlet connected to Closed drainage,Waste water outlet connected to Open drainage,Waste water outlet connected to No drainage,Type of Cooking Fuel - Fire-wood,Type of Cooking Fuel - Crop residue,Type of Cooking Fuel - Cowdung cake,"Type of Cooking Fuel - Coal,Lignite,Charcoal",Type of Cooking Fuel -  Kerosene,Type of Cooking Fuel -  LPG/PNG,Type of Cooking Fuel -  Electricity,Type of Cooking Fuel - Biogas,Type of Cooking Fuel - Any other,Type of Cooking Fuel - No cooking,Kitchen Facility Total,Kitchen Facility  - Cooking inside house,Kitchen Facility  - Cooking inside house - Has Kitchen,Kitchen Facility  - Cooking inside house - Does not have kitchen,Kitchen Facility  - Cooking outside house:,Kitchen Facility  - Cooking outside house: Has Kitchen,Kitchen Facility  - Cooking outside house: Does not have kitchen,Kitchen Facility  - Cooking outside house: No Cooking,Total number of households availing banking services,Availability of assets - Radio/Transistor,Availability of assets - Television,Availability of assets Computer/Laptop - With Internet,Availability of assets Computer/Laptop - Without Internet,Availability of assets Landline only,Availability of assets Mobile only,Availability of assets Both,HH with Bicycle,HH - Scooter/ Motorcycle/Moped,HH - Car/ Jeep/Van,"HH - Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car",None of the assets specified in prev column,Type of structure of census house - Permanent,Type of structure of census house - Semi-Permanent,Type of structure of census house - Total Temporary,Type of structure of census house - Serviceable,Type of structure of census house - Non-Serviceable,Type of structure of census house - Unclassifiable,No. of unemployed persons (seeking or available for work),No. of employed persons,Total labour force in the city (age 15-59) [Employed + Unemployed Persons),Area (sq km)_y,Lakes #_y,Playgrounds #,Govt Schools #_y,Police Stations #,Fire stations #,BMTC TTMC #,Waste Quantity (TPD),Collection Vehicle details-Capacity (in cubic meters),Collection Vehicle details-Year of purchase,Collection Vehicle details-Nos of Vehicle,Collection Vehicle details-Frequency of trips /day,Number of Connections,Consumption in ML
168,,,,,,1098,16704,3790.0699999999997,1.7,0,2.663,0.0,0.0,3.866,0.0,0.0,7163,3,28353,14172,14181,1754,872,882,299,151,148,29,100,84.6,15.2,0.2,99.0,83.9,15.0,0.2,1.0,0.7,0.3,0.0,0.7,0.5,0.5,0.5,0.1,5.2,5.7,86.8,0.1,0.1,0.1,0.6,0.0,8.1,6.5,0.4,55.9,28.3,0.1,0.2,0.1,0.1,11.2,26.9,58.0,3.5,2.0,17.4,25.8,28.9,13.9,6.1,5.8,4.6,15.9,20.7,28.9,14.9,12.2,2.8,53.7,40.3,6.0,14.1,73.0,10.6,1.8,0.5,0.1,91.9,6.9,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.1,97.7,2.1,0.2,99.8,0.1,0.0,0.0,0.1,0.0,99.9,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,99.9,0.1,0.0,100.0,0.0,0.0,3.0,0.1,0.0,0.0,4.1,91.9,0.4,0.1,0.0,0.4,100,99.5,95.3,4.3,0.1,0.0,0.1,0.4,93.0,57.7,94.5,43.6,19.1,15.2,43.8,38.7,30.1,61.5,43.9,51.1,0.4,98.0,1.7,0.1,0.0,0.0,0.2,17072,11281,28353,1.7,0,4,3,1,0,0,10.63,0.5,0.0,16,2,4303,147.42
169,,,,,,1101,11552,2170.62,0.9,0,3.94,0.0,0.0,4.494,0.0,0.0,7423,2,32066,16296,15770,4886,2420,2466,274,134,140,29,100,71.6,27.5,0.9,98.9,71.1,26.9,0.9,1.1,0.5,0.5,0.0,1.1,0.9,2.2,1.1,1.3,2.0,18.7,72.6,0.0,0.2,0.0,3.4,0.4,14.9,14.2,0.4,56.1,10.5,0.1,0.7,0.1,2.7,1.0,38.3,57.1,0.2,8.9,27.8,29.8,20.9,7.9,2.4,2.4,4.1,11.9,19.0,25.8,17.2,18.0,3.9,52.1,44.9,3.0,13.2,73.7,10.6,1.9,0.5,0.1,92.8,4.2,0.4,0.1,0.2,2.1,0.0,0.0,0.0,0.1,90.4,8.0,1.6,98.3,1.4,0.2,0.0,0.0,0.1,96.2,91.8,3.5,0.5,0.1,0.0,0.4,0.0,0.0,3.8,3.3,0.5,97.3,0.8,1.9,95.1,3.4,1.5,1.4,0.2,0.1,0.0,13.8,83.9,0.2,0.1,0.0,0.3,100,99.4,95.9,3.5,0.3,0.2,0.1,0.3,76.4,42.9,90.3,24.0,14.9,9.6,57.2,26.7,22.8,52.2,24.2,30.2,1.7,94.6,4.6,0.6,0.6,0.1,0.1,18676,13390,32066,0.9,0,0,2,1,0,1,12.02,0.5,0.0,13,2,3843,119.09
170,,,,,,1104,11211,2075.73,1.0,0,2.03,0.0,0.0,1.534,0.0,0.0,7961,3,33927,17282,16645,5997,2960,3037,382,197,185,29,100,78.6,21.0,0.4,99.4,78.2,20.7,0.4,0.6,0.4,0.3,0.0,0.5,0.6,1.9,0.9,0.3,2.4,18.0,75.1,0.2,0.5,0.0,5.2,0.0,7.0,19.0,0.1,40.1,28.0,0.2,0.9,0.1,0.6,0.1,37.2,59.9,1.2,4.7,23.7,32.6,25.6,10.1,1.8,1.5,3.8,12.6,19.1,26.0,19.0,16.6,3.0,42.4,54.3,3.3,15.2,73.6,9.3,1.6,0.3,0.0,92.7,4.1,1.0,0.4,0.2,1.2,0.0,0.0,0.0,0.4,91.2,7.4,1.4,99.1,0.4,0.0,0.0,0.4,0.0,95.8,95.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,4.2,4.1,0.1,98.8,0.7,0.5,97.4,1.0,1.5,2.4,0.2,0.0,0.1,14.8,80.4,0.3,0.9,0.1,0.8,100,98.8,96.2,2.6,0.5,0.0,0.4,0.8,73.1,41.1,90.2,32.0,18.8,15.9,56.7,21.6,22.9,53.4,25.7,37.9,1.7,93.5,5.7,0.6,0.1,0.4,0.3,19505,14422,33927,1.0,0,1,3,0,0,0,12.72,0.5,0.0,19,2,3888,104.22
171,,,,,,1107,10135,1085.15,0.7,0,3.155,0.0,0.0,2.138,0.0,0.0,10513,3,48991,25325,23666,1470,773,697,1008,503,505,29,100,82.8,15.6,1.5,99.4,82.5,15.4,1.5,0.6,0.4,0.2,0.0,0.6,0.2,1.3,0.4,0.2,2.5,13.9,80.9,0.0,0.1,0.0,1.1,0.0,4.0,11.5,0.5,62.8,19.9,0.1,0.7,0.1,0.2,1.9,31.3,64.5,1.2,2.8,23.9,39.3,25.3,6.4,1.5,0.7,5.3,8.8,14.8,25.5,20.1,21.1,4.3,24.7,73.4,1.9,13.4,75.4,8.7,2.0,0.4,0.1,93.8,3.3,0.9,0.6,0.3,1.0,0.0,0.0,0.0,0.1,94.4,4.9,0.8,99.6,0.2,0.0,0.1,0.0,0.0,99.4,99.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.5,0.1,98.8,1.1,0.1,99.4,0.6,0.1,1.6,0.2,0.1,0.1,11.0,84.4,0.4,1.5,0.0,0.8,100,99.0,98.3,0.7,0.2,0.0,0.2,0.8,62.9,38.7,87.8,14.3,18.7,9.5,79.2,7.9,19.0,51.4,11.8,21.1,0.9,97.9,1.9,0.1,0.0,0.1,0.1,30560,18431,48991,0.7,0,0,3,0,0,0,18.37,0.5,0.0,20,2,4062,183.1
172,,,,,,1110,12828,2196.46,1.2,0,1.925,0.0,0.0,1.9,0.0,0.0,11517,3,42624,23282,19342,3197,1659,1538,745,388,357,29,100,87.4,12.1,0.5,99.4,86.9,12.0,0.5,0.6,0.4,0.1,0.0,0.8,0.3,0.5,0.4,0.3,2.5,12.7,82.5,0.1,0.1,0.1,3.2,0.0,1.7,4.8,0.4,82.2,7.4,0.1,1.2,0.0,0.1,1.3,25.4,71.2,0.8,3.8,26.6,44.8,19.9,3.1,1.0,0.7,7.6,18.2,22.0,26.2,13.3,11.0,1.7,25.1,72.4,2.5,24.2,67.6,6.6,1.3,0.2,0.0,14.7,75.3,0.7,1.1,0.2,7.6,0.0,0.1,0.0,0.2,89.2,8.9,1.9,99.2,0.7,0.0,0.1,0.1,0.0,98.8,95.7,0.8,0.0,2.2,0.1,0.0,0.0,0.0,1.2,0.8,0.4,98.7,0.9,0.4,97.7,1.2,1.0,2.9,0.6,0.0,0.0,7.7,86.0,0.3,0.1,0.1,2.2,100,97.4,96.2,1.3,0.4,0.1,0.3,2.2,82.9,33.4,89.5,29.9,16.6,6.5,73.7,16.8,15.4,52.1,15.0,31.6,0.9,95.5,4.1,0.2,0.1,0.1,0.2,22347,20277,42624,1.2,0,0,3,0,0,0,14.17,0.5,0.0,23,2,5575,165.32
173,,,,,,1113,9305,1281.04,1.5,0,4.815,0.0,0.0,0.432,0.0,0.0,9040,5,33521,18009,15512,3641,1913,1728,942,492,450,29,100,85.1,14.4,0.5,99.6,84.8,14.3,0.5,0.4,0.3,0.1,0.0,2.0,0.5,1.3,0.4,0.5,6.9,14.8,73.6,0.1,0.4,0.0,1.7,0.0,7.9,23.1,0.2,52.3,14.2,0.1,0.5,0.0,0.1,1.3,48.6,48.8,0.7,7.8,38.3,32.7,13.8,4.4,2.0,1.0,4.3,15.9,23.5,31.0,14.1,9.9,1.3,18.8,79.5,1.7,17.3,75.4,6.4,0.8,0.1,0.0,88.0,5.7,0.2,0.0,0.3,3.5,0.1,0.0,1.4,0.8,91.8,7.5,0.7,99.1,0.8,0.1,0.0,0.0,0.0,99.5,96.2,1.2,0.4,1.7,0.0,0.0,0.0,0.0,0.5,0.2,0.3,97.7,1.9,0.4,99.0,0.4,0.6,2.9,0.4,0.0,0.0,6.8,88.6,0.5,0.2,0.1,0.5,100,99.2,97.7,1.4,0.4,0.2,0.2,0.5,86.4,38.8,90.0,21.6,21.4,8.9,77.3,11.6,31.0,47.9,14.9,27.8,0.7,95.7,3.6,0.5,0.3,0.2,0.2,18474,15047,33521,1.5,0,1,5,1,0,0,11.14,0.5,0.0,26,2,2856,139.12
174,,,,,,1116,42565,8028.719999999999,7.1,2,1.63,0.0,0.0,4.836,0.0,0.0,16847,3,63033,32656,30377,5681,2898,2783,925,472,453,29,100,85.9,13.3,0.8,99.5,85.6,13.2,0.8,0.5,0.3,0.1,0.0,1.2,0.8,1.5,0.5,0.3,1.7,16.3,77.8,0.1,0.2,0.5,2.2,0.0,6.5,28.2,0.2,34.0,28.1,0.1,1.1,0.7,0.2,0.8,22.8,72.7,1.6,3.2,18.1,25.4,30.4,17.0,3.7,2.2,3.7,17.8,25.2,29.2,12.9,9.7,1.5,35.7,62.4,1.9,13.1,77.7,7.9,1.1,0.2,0.0,79.9,6.0,0.6,0.0,0.1,10.9,0.0,0.0,0.1,2.3,86.1,10.3,3.7,98.3,1.2,0.3,0.1,0.0,0.1,97.9,95.0,0.9,1.3,0.5,0.0,0.0,0.2,0.0,2.1,0.7,1.4,97.6,1.7,0.7,93.3,5.4,1.3,3.9,0.3,0.0,0.1,7.5,86.5,0.2,0.7,0.5,0.3,100,99.1,97.9,1.2,0.7,0.3,0.4,0.3,86.7,47.9,91.5,46.4,14.4,14.1,53.1,29.3,30.6,57.0,44.3,52.6,1.0,95.7,3.4,0.7,0.2,0.5,0.1,32315,30718,63033,7.1,2,6,3,1,0,1,24.53,0.5,0.0,30,2,14131,596.73
175,,,,,,1119,19477,2262.59,1.8,0,2.235,0.0,0.0,0.942,0.0,0.0,11368,3,43585,23005,20580,4241,2168,2073,557,286,271,29,100,76.1,22.5,1.4,99.0,75.4,22.2,1.4,1.0,0.7,0.3,0.0,1.5,1.6,1.3,2.8,0.4,4.9,20.0,67.3,0.1,0.3,0.1,4.3,0.1,1.2,12.7,0.4,57.0,23.8,0.1,0.8,0.2,0.3,2.6,38.8,56.8,0.4,3.7,28.1,41.7,19.1,6.0,0.9,0.5,3.7,15.6,23.3,30.2,14.2,11.5,1.5,24.3,74.3,1.4,15.4,76.1,7.6,0.7,0.1,0.0,68.3,11.5,0.4,1.5,0.2,14.1,0.1,0.0,0.6,3.4,80.8,12.8,6.3,98.0,1.6,0.1,0.0,0.0,0.3,97.0,84.9,2.5,1.2,7.9,0.2,0.3,0.0,0.0,3.0,0.4,2.6,97.9,1.6,0.5,91.8,6.4,1.8,2.7,0.6,0.0,0.1,14.4,79.9,0.1,1.6,0.1,0.5,100,99.3,96.9,2.4,0.2,0.1,0.2,0.5,68.2,23.5,86.8,14.6,11.2,8.7,76.5,8.8,17.3,41.8,14.5,16.7,1.9,92.7,6.4,0.8,0.6,0.2,0.2,21774,21811,43585,1.8,0,1,3,0,0,0,16.96,0.5,0.0,13,2,6537,287.42
176,0.0,177.0,0.0,0.0,0.0,1122,24368,4160.49,2.1,0,2.635,0.0,0.0,2.17,0.0,0.0,14540,2,52250,27937,24313,3897,1955,1942,644,323,321,29,100,85.7,13.7,0.7,99.5,85.4,13.5,0.6,0.5,0.3,0.2,0.0,1.9,0.5,0.6,0.4,0.2,3.6,11.3,81.5,0.1,0.3,0.1,4.5,0.0,1.5,15.1,0.3,63.4,14.7,0.1,1.1,0.0,0.1,0.5,17.1,81.1,0.1,7.3,25.8,33.0,26.0,5.7,1.4,0.9,5.8,21.4,23.8,24.5,12.7,10.0,1.7,37.3,59.4,3.2,19.4,69.7,9.2,1.3,0.3,0.0,70.6,21.4,0.1,0.1,0.0,7.3,0.0,0.1,0.1,0.3,92.2,3.2,4.6,95.6,0.9,0.1,0.0,0.4,3.1,96.5,95.6,0.4,0.0,0.3,0.0,0.2,0.0,0.0,3.5,0.2,3.4,97.7,0.9,1.4,95.9,1.2,2.9,3.7,0.3,0.0,0.1,5.1,89.2,0.2,0.1,0.1,1.3,100,98.3,97.1,1.2,0.3,0.2,0.1,1.3,87.6,44.7,89.1,45.1,20.8,11.5,53.3,31.6,23.7,62.2,32.3,50.9,1.1,92.9,6.5,0.4,0.1,0.3,0.2,26272,25978,52250,2.1,0,4,2,2,0,0,17.37,0.5,0.0,19,2,7555,259.0
177,,,,,,1125,14682,4112.14,1.8,1,2.86,0.0,0.0,1.31,0.0,0.0,7566,1,28846,14679,14167,3399,1685,1714,415,198,217,29,100,82.2,17.6,0.2,99.3,81.7,17.4,0.2,0.7,0.4,0.2,0.0,0.7,0.6,0.9,0.1,0.1,3.6,15.9,78.1,0.0,0.2,0.1,6.5,0.5,3.8,17.8,2.4,42.0,26.8,0.1,0.9,0.0,0.1,1.5,22.7,74.8,0.1,6.8,19.1,20.2,28.2,14.8,6.5,4.5,4.3,17.0,22.3,25.7,14.5,13.0,3.2,56.4,39.7,3.9,14.6,71.9,11.1,2.0,0.3,0.1,89.7,8.4,0.4,0.3,0.1,0.7,0.1,0.0,0.0,0.3,88.3,9.2,2.6,99.3,0.5,0.0,0.0,0.0,0.1,90.6,87.0,0.2,3.3,0.1,0.0,0.0,0.0,0.0,9.4,7.6,1.8,95.3,2.2,2.4,92.0,7.7,0.4,3.4,0.4,0.0,0.0,12.4,82.7,0.3,0.0,0.0,0.8,100,97.4,91.7,5.6,1.9,0.2,1.6,0.8,82.7,64.5,89.4,45.9,19.9,13.0,39.8,41.6,21.6,56.6,41.5,52.6,2.3,91.6,8.2,0.1,0.0,0.1,0.1,15771,13075,28846,1.8,1,5,1,1,0,0,10.82,0.5,0.0,15,2,5616,182.44
178,0.0,179.0,0.0,0.0,22975771.0,1128,14651,2136.41,1.3,0,1.18,0.0,0.0,1.31,0.0,0.0,7985,1,31034,15864,15170,1945,952,993,394,217,177,29,100,85.9,13.8,0.2,99.0,85.3,13.5,0.2,1.0,0.7,0.3,0.0,0.5,0.1,0.6,0.5,0.1,1.3,10.4,86.4,0.1,0.1,0.0,1.3,0.0,2.6,14.0,0.7,70.7,10.6,0.1,0.6,0.0,0.1,0.1,17.2,81.1,0.8,3.3,19.0,31.2,26.4,11.5,4.8,3.8,4.6,15.7,24.2,28.6,13.6,11.3,2.0,44.5,52.7,2.9,16.9,70.3,10.7,1.9,0.2,0.0,95.9,0.5,0.4,1.6,0.1,1.2,0.1,0.0,0.0,0.2,98.2,1.3,0.5,99.7,0.2,0.0,0.0,0.1,0.1,99.8,99.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,99.6,0.3,0.1,99.8,0.1,0.1,1.1,0.0,0.1,0.0,5.0,93.0,0.2,0.1,0.1,0.4,100,99.2,98.7,0.6,0.4,0.3,0.1,0.4,90.6,69.3,93.2,40.9,17.8,15.9,47.9,33.3,24.1,63.6,35.8,47.8,0.5,97.9,1.8,0.1,0.0,0.1,0.2,17586,13448,31034,1.3,0,3,1,0,0,0,11.64,0.5,0.0,14,2,5621,177.23
179,,,,,,1131,15866,2570.98,1.9,0,1.775,0.0,0.0,1.364,0.0,0.0,6537,5,25871,13179,12692,500,263,237,302,139,163,29,100,87.6,12.1,0.3,99.7,87.3,12.1,0.3,0.3,0.3,0.0,0.0,1.4,0.6,0.2,0.2,0.1,8.2,5.9,83.4,0.0,0.4,0.0,3.1,0.0,2.7,7.8,0.5,72.8,12.4,0.3,0.3,0.0,0.1,0.0,17.9,80.9,0.6,3.3,20.6,25.4,23.8,14.9,5.7,6.3,4.1,17.2,23.0,28.8,14.1,10.6,2.2,52.6,42.8,4.6,14.5,71.1,12.0,2.0,0.3,0.1,97.3,0.5,0.2,0.1,0.0,1.7,0.1,0.0,0.0,0.1,94.7,5.2,0.1,99.2,0.6,0.2,0.0,0.0,0.0,93.4,89.9,0.4,0.0,3.1,0.0,0.0,0.0,0.0,6.6,4.3,2.3,99.3,0.6,0.1,95.2,2.3,2.5,0.8,0.0,0.0,0.0,6.0,92.7,0.1,0.1,0.0,0.3,100,99.6,99.2,0.4,0.1,0.1,0.0,0.3,94.9,70.5,92.0,46.5,18.1,17.2,37.8,43.7,32.1,62.7,48.1,55.7,0.3,94.6,4.6,0.4,0.2,0.2,0.3,13712,12159,25871,1.9,0,2,5,0,0,0,9.7,0.5,0.0,11,2,3775,111.38
180,0.0,0.0,0.0,0.0,0.0,1134,4416,326.4,0.7,0,2.11,0.0,0.0,1.4,0.0,0.0,9461,3,42171,21525,20646,3271,1709,1562,1487,756,731,29,100,67.0,30.5,2.5,99.0,66.7,29.9,2.4,1.0,0.4,0.6,0.0,1.2,0.6,1.3,0.7,0.6,2.4,41.0,52.1,0.0,0.2,0.4,4.9,0.3,1.7,4.8,0.1,80.8,6.8,0.1,1.5,0.0,0.5,0.7,64.8,32.5,0.1,12.3,47.2,28.1,10.4,1.2,0.3,0.4,2.7,9.7,16.1,28.2,20.2,19.7,3.4,41.4,55.2,3.4,13.5,75.9,8.6,1.7,0.2,0.1,95.2,2.9,0.2,0.2,0.0,1.2,0.0,0.0,0.1,0.2,92.9,5.9,1.2,99.1,0.6,0.0,0.1,0.0,0.2,98.8,96.3,0.2,0.1,0.3,0.0,1.8,0.0,0.1,1.2,0.8,0.4,97.3,1.2,1.4,90.2,8.7,1.1,1.6,0.2,0.1,0.1,40.5,56.8,0.1,0.1,0.1,0.5,100,99.1,93.6,5.5,0.4,0.1,0.4,0.5,35.7,22.1,81.4,5.7,11.8,5.1,74.9,5.1,12.6,27.1,5.5,8.6,4.6,93.1,6.1,0.7,0.4,0.4,0.1,24063,18108,42171,0.7,0,0,3,0,0,0,15.09,0.5,0.0,23,2,5175,118.99
181,0.0,182.0,0.0,0.0,22975789.0,1137,23501,1966.5700000000002,1.8,0,2.37,0.0,0.0,2.112,0.0,2016.0,11881,2,47182,24414,22768,2274,1148,1126,567,274,293,29,100,89.1,10.5,0.4,99.3,88.6,10.3,0.4,0.7,0.5,0.2,0.0,1.4,0.5,1.1,0.4,0.2,4.6,10.6,81.1,0.1,0.1,0.2,2.5,0.0,3.8,17.0,0.2,58.4,17.8,0.1,0.3,0.0,0.0,4.5,24.8,69.2,1.0,3.4,20.8,34.1,29.7,8.0,2.5,1.5,5.5,13.1,22.3,30.0,14.9,11.9,2.2,39.7,55.6,4.7,18.3,70.3,9.3,1.7,0.2,0.0,97.1,0.6,0.2,0.1,0.1,1.6,0.0,0.0,0.0,0.2,97.6,1.9,0.4,99.2,0.5,0.0,0.0,0.0,0.2,98.7,96.2,0.4,0.1,0.4,0.8,0.8,0.0,0.1,1.3,0.8,0.4,99.4,0.2,0.4,99.4,0.1,0.5,1.1,0.1,0.0,0.0,7.4,90.5,0.2,0.1,0.0,0.4,100,99.2,98.8,0.4,0.3,0.1,0.3,0.4,81.3,44.8,89.3,24.8,22.0,7.8,66.1,21.6,22.8,56.1,22.2,33.7,1.0,95.4,4.3,0.2,0.0,0.2,0.1,27251,19931,47182,1.8,0,3,2,1,0,0,16.88,0.5,0.0,19,2,8385,258.92
182,,,,,,1140,20770,1771.4,1.7,2,1.43,0.0,0.0,1.8,0.0,2016.0,10771,0,41037,20855,20182,1875,972,903,281,144,137,29,100,90.7,8.9,0.3,99.5,90.4,8.8,0.3,0.5,0.3,0.2,0.0,0.8,0.4,0.5,0.2,0.1,3.2,13.9,80.8,0.1,0.2,0.1,1.6,0.0,1.5,20.5,0.1,44.2,30.9,0.9,0.8,0.1,0.2,1.1,20.4,75.4,2.0,4.6,27.3,36.0,20.2,8.5,2.3,1.1,3.8,13.9,24.3,31.9,14.9,9.8,1.4,41.8,54.6,3.6,12.9,75.8,9.8,1.4,0.1,0.0,93.6,3.3,0.0,0.1,0.2,2.6,0.0,0.0,0.0,0.2,97.0,2.6,0.4,99.4,0.4,0.1,0.0,0.0,0.1,99.2,98.7,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.8,0.6,0.2,99.2,0.3,0.5,99.1,0.5,0.4,1.1,0.2,0.0,0.0,8.7,89.3,0.1,0.0,0.0,0.6,100,99.4,97.8,1.6,0.1,0.0,0.1,0.6,85.6,49.7,92.3,35.8,17.3,12.4,54.9,28.7,21.4,61.7,32.1,43.3,1.0,96.1,2.7,0.2,0.0,0.1,1.0,24353,16684,41037,1.7,2,9,0,0,0,0,14.68,0.5,0.0,22,2,6043,177.66
183,,,,,,1143,16481,1346.55,1.1,1,1.545,0.0,0.0,1.9,0.0,0.0,11403,7,43364,22206,21158,745,391,354,410,225,185,29,100,83.9,15.6,0.5,99.6,83.6,15.5,0.5,0.4,0.3,0.1,0.0,1.4,0.4,0.7,0.2,0.1,3.5,13.9,79.8,0.1,0.2,0.1,1.4,0.0,5.1,15.4,0.6,38.4,38.8,0.1,0.2,0.1,0.1,5.6,24.3,67.5,2.3,4.0,26.0,35.8,22.9,8.3,1.9,0.9,3.2,14.4,25.1,32.2,14.1,9.6,1.4,32.6,64.5,2.9,14.9,74.4,9.3,1.2,0.2,0.0,79.4,5.0,0.2,0.1,0.0,13.4,0.0,1.8,0.0,0.1,94.8,4.7,0.5,99.4,0.4,0.0,0.0,0.0,0.2,99.7,97.4,0.2,0.2,1.8,0.1,0.0,0.0,0.0,0.3,0.1,0.2,99.5,0.3,0.2,99.2,0.6,0.3,1.9,0.2,0.0,0.1,7.4,89.5,0.2,0.1,0.0,0.6,100,99.2,98.3,0.9,0.2,0.1,0.1,0.6,75.0,43.9,90.6,23.9,19.4,11.7,65.9,19.0,18.9,60.4,21.2,32.4,0.9,96.5,3.1,0.2,0.1,0.1,0.2,24537,18827,43364,1.1,1,1,7,0,0,0,15.52,0.5,0.0,19,2,5177,126.98
184,,,,,,1146,48871,2310.34,9.9,5,1.32,0.0,0.0,0.926,0.0,0.0,14675,2,57209,29935,27274,6344,3181,3163,1200,640,560,29,100,83.7,15.0,1.3,99.6,83.4,14.9,1.3,0.4,0.3,0.1,0.0,1.8,1.1,1.5,0.5,0.3,2.8,35.0,57.0,0.1,0.5,0.5,1.7,0.0,6.8,28.5,1.0,33.2,27.8,0.1,1.6,0.1,0.0,0.4,45.2,51.1,1.4,7.3,31.7,34.2,18.6,5.0,1.3,1.9,3.6,12.4,23.0,33.5,15.3,11.0,1.1,38.8,59.4,1.8,13.6,77.1,8.3,1.0,0.1,0.0,57.9,14.0,0.1,0.1,0.2,26.6,0.0,0.1,0.0,0.9,83.1,12.4,4.5,97.7,1.9,0.0,0.0,0.0,0.3,93.3,83.6,4.4,0.4,4.3,0.5,0.1,0.0,0.0,6.7,0.2,6.5,96.2,1.5,2.3,87.5,7.5,5.0,3.6,0.4,0.0,0.1,17.5,74.3,0.0,3.7,0.1,0.3,100,99.2,96.4,2.8,0.5,0.1,0.4,0.3,69.5,55.9,87.8,12.6,11.4,6.1,72.2,11.6,22.4,43.8,15.2,17.5,2.2,95.3,3.5,1.0,0.3,0.7,0.2,32048,25161,57209,9.9,5,4,2,1,0,1,33.8,0.5,0.0,17,2,9199,310.0
